把酒问青天,苏轼,水调歌头
碧海青天夜夜心,李商隐,嫦娥
齐鲁青未了,杜甫,望岳
客路青山外,王湾,次北固山下
客舍青青柳色新,王维,送元二使安西
江州司马青衫湿,白居易,琵琶行
咬定青山不放松,郑燮,竹石
飞在青云端,李白,古朗月行
两岸青山相对出,李白,望天门山
一行白鹭上青天,杜甫,绝句
白银盘里一青螺,刘禹锡,望洞庭
欲上青天览明月,李白,宣州谢脁楼饯别校书叔云
两山排闼送青来,王安石,书湖阴先生壁
复照青苔上,王维,鹿柴
杨柳青青江水平,刘禹锡,竹枝词二首
三山半落青天外,李白,登金陵凤凰台
山青花欲燃,杜甫,绝句
即今惟见青松在,卢照邻,长安古意
野竹分青霭,李白,访戴天山道士不遇
他年我若为青帝,黄巢,题菊花
红树青山日欲斜,欧阳修,丰乐亭游春
独留青冢向黄昏,杜甫,咏怀古迹（其三）
赢得青楼薄幸名,杜牧,遣怀
窗户湿青红,苏轼,水调歌头·黄州快哉亭赠张偓佺
世间无限丹青手,高蟾,金陵晚望
踏遍青山人未老,毛泽东,清平乐·会昌
朝如青丝暮如雪,李白,将进酒
大道青楼望不遮,黄景仁,感旧（其一）
讵有青乌缄别句,黄景仁,感旧（其四）
平野入青徐,杜甫,登兖州城楼

