春江潮水连海平,张若虚,春江花月夜
海上明月共潮生,张若虚,春江花月夜
江上待潮观,孟浩然,与颜钱塘登樟亭望潮作
春潮带雨晚来急,韦应物,滁州西涧
弄潮儿向涛头立,潘阆,酒泉子
欲识潮头高几许,苏轼,八月十五日看潮五绝其二
三千强弩射潮低,苏轼,八月十五日看潮五绝其五
春潮夜夜深,王昌龄,送郭司仓
夕贬潮州路八千,韩愈,左迁至蓝关示侄孙湘
郡亭枕上看潮头,白居易,忆江南其二
江边潮已平,林逋,长相思
满川风雨看潮生,苏舜钦,淮中晚泊犊头
雨过潮平江海碧,苏轼,望海楼晚景五绝其二
有情风万里卷潮来,苏轼,八声甘州
早知潮有信,李益,江南曲
嫁与弄潮儿,李益,江南曲
潮生潮落何时了,赵孟頫,虞美人
